genus,sample,rel_abundance,top
Faecalibacterium,C17,0.057035026103142226,0.48970904422079486
Faecalibacterium,C18,0.03737587822876116,0.08179640062200969
Faecalibacterium,C19,0.10737586344011339,0.24732782687879795
Faecalibacterium,C20,0.05830142719983213,0.4304016618108603
Faecalibacterium,C21,0.07230524833363541,0.07925236760918722
Faecalibacterium,C22,0.10390629970484828,0.2762446785557206
Faecalibacterium,C23,0.05582401765461089,0.2181631621310592
Faecalibacterium,C24,0.05728853977200012,0.6635362101711342
Faecalibacterium,C25,0.10978437547679508,0.07573368312951453
Faecalibacterium,C26,0.03779701238757962,0.35262784209768816
Faecalibacterium,C27,0.031307707201605,0.11043748418741789
Faecalibacterium,C28,0.054630340532403114,0.5398455138112771
Faecalibacterium,C29,0.046545949069589664,0.09138490178619467
Faecalibacterium,C30,0.06172596869488671,0.6500877227837771
Faecalibacterium,C31,0.06553998785869795,0.15127898319264169
Faecalibacterium,C32,0.07811945174348413,0.37996736828495936
Faecalibacterium,C33,0.04784525728340771,0.2807563066966047
unclassified Ruminococcaceae,A1,0.014948241725987967,0.6469011585155264
unclassified Ruminococcaceae,A2,0.0031053129718107563,0.7032958304831517
unclassified Ruminococcaceae,A4,0.006964076513055349,0.7803563978385162
unclassified Ruminococcaceae,A6,0.10319425814330617,0.0013637243321521285
unclassified Ruminococcaceae,A9,0.1403416499192739,6.924706476635407e-4
unclassified Ruminococcaceae,A10,0.08897168083788996,0.28725665134402006
unclassified Ruminococcaceae,A11,7.501192342444775e-4,7.908701785595698e-4
unclassified Ruminococcaceae,A12,0.04427568234421061,0.5343077769042063
unclassified Ruminococcaceae,A13,0.08333360259844422,0.06640257144590697
unclassified Ruminococcaceae,A15,0.07358190202353189,0.001179819175256695
unclassified Ruminococcaceae,A16,0.002332129004192999,0.7207789069202605
unclassified Ruminococcaceae,A17,0.01620449662688488,0.6682462094556149
unclassified Ruminococcaceae,A18,0.004393232856867315,0.0010862159258721825
unclassified Ruminococcaceae,A19,0.06675739015470798,0.08767117367793006
unclassified Ruminococcaceae,A21,0.06448526905586653,0.45560320978609015
unclassified Ruminococcaceae,A22,0.006676140638507416,0.0011328455351445792
unclassified Ruminococcaceae,A24,0.08475179533047755,0.4134039022334909
unclassified Ruminococcaceae,A25,0.029299394561615285,0.11317513598635391
unclassified Ruminococcaceae,A26,0.2040609359868537,0.08217753152373802
unclassified Ruminococcaceae,A27,0.04772319434075125,0.18184722640705683
unclassified Ruminococcaceae,A28,0.055160540062874935,0.017990562532048154
unclassified Ruminococcaceae,A29,0.07671351874157625,0.11782184867929091
unclassified Ruminococcaceae,A30,0.0823495085448538,0.08575328773705222
unclassified Ruminococcaceae,A31,0.02771798788349095,5.467040590550891e-4
unclassified Ruminococcaceae,A32,0.10917531278130475,0.09309190350511387
unclassified Ruminococcaceae,A33,0.05291984195188008,0.41347520416916234
unclassified Ruminococcaceae,A34,0.08370222668788722,0.01614779274121731
unclassified Ruminococcaceae,A35,0.10181500447171639,0.033993972498944175
unclassified Ruminococcaceae,A36,0.040567324059986545,0.061086245169933655
unclassified Ruminococcaceae,A37,0.01730201041755437,8.295923787461853e-4
unclassified Ruminococcaceae,A38,0.00808835889671278,5.558129600519603e-4
unclassified Ruminococcaceae,A39,0.01500088291602491,0.001316770718346064
unclassified Ruminococcaceae,A41,0.07943247185778982,0.48399790493601796
unclassified Ruminococcaceae,A42,0.051094378088007965,0.43348202104841455
unclassified Ruminococcaceae,A43,0.10615880263444454,7.434720897573577e-4
unclassified Ruminococcaceae,A44,0.004948046275115026,0.449675888509909
unclassified Ruminococcaceae,A45,0.07508116404222497,0.30447312795638104
unclassified Ruminococcaceae,A46,0.11636582862360174,5.926943994013932e-4
unclassified Ruminococcaceae,A47,0.029113270793330637,0.015815880089582283
unclassified Ruminococcaceae,A48,0.02087285223745477,0.6069694169716872
unclassified Ruminococcaceae,A49,0.1126131577386249,0.007480703697112311
unclassified Ruminococcaceae,A50,0.1245169048780413,0.09521337787717313
unclassified Ruminococcaceae,A51,0.024010313107312622,0.2692536963598802
unclassified Ruminococcaceae,A52,0.021421961144140012,0.43056552728786224
unclassified Ruminococcaceae,A53,0.01465263134265748,0.0034281601575817267
unclassified Ruminococcaceae,A54,0.10688330927524253,0.39143611828195285
unclassified Ruminococcaceae,A55,0.06909246551293106,0.4061668721892793
unclassified Ruminococcaceae,A56,0.10667948628897525,0.5211196153438393
unclassified Ruminococcaceae,A57,0.1936826543571111,0.00432699977532174
unclassified Ruminococcaceae,A58,0.1270433937046772,0.19774113083623407
unclassified Ruminococcaceae,A59,0.0553666110548697,0.37404109606456637
unclassified Ruminococcaceae,A60,0.037960465642702446,0.32678411568779064
unclassified Ruminococcaceae,A61,0.019761943062502427,0.4664418942098959
unclassified Ruminococcaceae,A62,0.030069060377206292,0.5284172911650201
unclassified Ruminococcaceae,A63,0.04212069929154217,0.18032092415611828
unclassified Ruminococcaceae,A64,0.16903810757838073,0.06485544748930246
unclassified Ruminococcaceae,A66,0.03587747503807751,7.08972819148674e-4
unclassified Ruminococcaceae,A67,0.1222135581108442,0.14263499347195413
unclassified Ruminococcaceae,A68,0.10539777902528431,0.03492672344886814
unclassified Ruminococcaceae,A69,0.053169068509342186,0.017469654952948128
unclassified Ruminococcaceae,A70,0.04941035626790157,0.0614276528414842
unclassified Ruminococcaceae,A71,0.0754991197139195,0.04323759079249022
unclassified Ruminococcaceae,A72,0.010475944422508527,0.5870883562523053
unclassified Ruminococcaceae,A73,0.029619249758174468,0.023405336527531812
unclassified Ruminococcaceae,A75,0.10817133120475138,0.06486794021932639
unclassified Ruminococcaceae,A77,0.053498665768226976,0.19067847891648732
unclassified Ruminococcaceae,A78,0.10817818118854289,0.007443527483443278
unclassified Ruminococcaceae,A79,0.048017418902853264,0.351068579632303
unclassified Ruminococcaceae,B1,0.03845642185233935,0.15879058979012467
unclassified Ruminococcaceae,B2,0.03352736416279394,0.3185640659268367
unclassified Ruminococcaceae,B4,0.07094823995298172,0.1660421338537298
unclassified Ruminococcaceae,B5,0.0639615357292086,0.1442824558039769
unclassified Ruminococcaceae,B7,0.004004006487113422,0.7569585702331458
unclassified Ruminococcaceae,B8,0.05815490789333501,0.3625550015152845
unclassified Ruminococcaceae,B9,0.01574438448438591,0.026117633360898944
unclassified Ruminococcaceae,B10,0.00928916948088662,0.0021081705731400674
unclassified Ruminococcaceae,B11,0.03863257704530592,0.27043285413826135
unclassified Ruminococcaceae,B12,0.037424695744833265,0.6003291954279735
unclassified Ruminococcaceae,B13,0.0612378175967582,0.1667560183986081
unclassified Ruminococcaceae,B14,0.07697180000748755,0.053898674703305754
unclassified Ruminococcaceae,B15,0.024148123264993954,0.001415337283006098
unclassified Ruminococcaceae,B16,0.06943131174166019,0.22780701331072742
unclassified Ruminococcaceae,B17,0.0614553239307896,0.18980517627080934
unclassified Ruminococcaceae,B18,0.1625556912980446,0.03431682827315499
unclassified Ruminococcaceae,B20,0.01802302565818623,0.6026654681339082
unclassified Ruminococcaceae,B22,0.020948148213859326,0.4103282199359661
unclassified Ruminococcaceae,B23,0.0378640764418624,0.44181575669493994
unclassified Ruminococcaceae,B24,0.055511100041951277,0.08834152314375082
unclassified Ruminococcaceae,B25,0.05411369941290331,0.5133933342991902
unclassified Ruminococcaceae,B26,0.01894664618558728,0.5705518197107603
unclassified Ruminococcaceae,B27,0.05001847163104079,0.360151154582613
unclassified Ruminococcaceae,B28,0.051287028283892463,0.3062185435312653
unclassified Ruminococcaceae,B29,0.016601334874864194,0.5136956705233332
unclassified Ruminococcaceae,B30,0.06670378569945072,0.0013675926472713025
unclassified Ruminococcaceae,B31,0.035129288767668555,0.33906706782879714
unclassified Ruminococcaceae,B32,0.06324966198605286,0.0012063350488209224
unclassified Ruminococcaceae,B33,0.026814374696149543,0.4116649210559803
unclassified Ruminococcaceae,B34,0.08470373288570678,0.05668824866111701
unclassified Ruminococcaceae,B36,0.0374603599901117,8.390544338507416e-4
unclassified Ruminococcaceae,B37,0.05416262307482167,0.008526422222749219
unclassified Ruminococcaceae,B38,0.003137747592715112,0.7931257032783602
unclassified Ruminococcaceae,B39,0.01142217809090719,9.470121255387038e-4
unclassified Ruminococcaceae,B40,0.028912527323174866,0.49279830579120626
unclassified Ruminococcaceae,B41,0.0564636933828479,0.37134877157342217
unclassified Ruminococcaceae,B42,0.07097740308973104,0.33271968185928963
unclassified Ruminococcaceae,B43,0.03664332872444044,0.2690692712725694
unclassified Ruminococcaceae,B44,0.08534725116374348,0.41710402701156324
unclassified Ruminococcaceae,B45,0.12622243356836024,0.05937718971745111
unclassified Ruminococcaceae,B46,0.14365194583964727,0.016538983923334867
unclassified Ruminococcaceae,B47,0.09612556354250865,0.11323410210440993
unclassified Ruminococcaceae,B48,0.030811034459904102,0.4836337751278087
unclassified Ruminococcaceae,B49,0.11472911460123866,0.016553447044073646
unclassified Ruminococcaceae,B50,0.07814769204831686,0.024207676709923867
unclassified Ruminococcaceae,B52,0.038542178162856135,0.34102198258010374
unclassified Ruminococcaceae,B55,0.032282793767580246,0.6703928008409971
unclassified Ruminococcaceae,B56,0.0691610679040435,0.32355024849460384
unclassified Ruminococcaceae,B57,0.045364377388499855,0.32116255477937866
unclassified Ruminococcaceae,B58,0.037086234046360536,0.33637404964446466
unclassified Ruminococcaceae,B59,0.05299340532220482,0.07618423626481913
unclassified Ruminococcaceae,B61,0.0481945577449685,0.2310413052220371
unclassified Ruminococcaceae,B62,0.037198759400374454,0.4344219311099873
unclassified Ruminococcaceae,B63,0.03987648573754707,0.34692159108049647
unclassified Ruminococcaceae,B65,0.024473225881352458,0.41222149773725614
unclassified Ruminococcaceae,B66,0.026375788025347794,0.4374537437429184
unclassified Ruminococcaceae,B67,0.004671743002988917,0.6000333072198077
unclassified Ruminococcaceae,B68,0.019650484197486454,0.4014457060055919
unclassified Ruminococcaceae,B69,0.0341660524649386,0.6070150354985974
unclassified Ruminococcaceae,B70,0.04864997669094398,0.372816453575293
unclassified Ruminococcaceae,B71,0.1032074922139326,0.014592179076163269
unclassified Ruminococcaceae,B72,0.04148900951183258,0.40760645798961975
unclassified Ruminococcaceae,B73,0.08673445613100786,0.09657502329916123
unclassified Ruminococcaceae,B74,0.07783121113355011,0.07254941397167182
unclassified Ruminococcaceae,B75,0.026391064734996257,0.5356290572821633
unclassified Ruminococcaceae,B76,0.07110667760703739,0.1129742626253766
unclassified Ruminococcaceae,B77,0.02099959459745357,0.5736300224315118
unclassified Ruminococcaceae,B78,0.003831584286744355,0.7558321623052321
unclassified Ruminococcaceae,B79,0.09577375222066715,0.07638513700976873
unclassified Ruminococcaceae,C1,0.10442290437709158,0.08963609017038178
unclassified Ruminococcaceae,C2,0.08050843801285987,0.02803696183253622
unclassified Ruminococcaceae,C3,0.09120189779552018,0.05646986573028636
unclassified Ruminococcaceae,C4,0.10978351793473677,0.01255682183976688
unclassified Ruminococcaceae,C5,0.0026644877929558803,0.6866634594128418
unclassified Ruminococcaceae,C6,0.006436813234054993,0.7093944790957842
unclassified Ruminococcaceae,C8,0.061941338571896466,0.16830594029019544
unclassified Ruminococcaceae,C9,0.06537265043681023,0.018321401021382737
unclassified Ruminococcaceae,C10,0.005439132763123642,0.6779294408245177
unclassified Ruminococcaceae,C11,0.03703355509534965,0.514697688585565
unclassified Ruminococcaceae,C12,0.07013221463102247,0.3209970321144655
unclassified Ruminococcaceae,C13,0.037160247706035585,0.290399219937027
unclassified Ruminococcaceae,C14,2.1296974210631298e-4,0.0016035444103665837
unclassified Ruminococcaceae,C15,0.02908604596894564,0.3697826408457875
unclassified Ruminococcaceae,C16,0.04245706384913185,0.33446244440076434
unclassified Ruminococcaceae,C17,0.01819322778855266,0.48970904422079486
unclassified Ruminococcaceae,C18,0.019774247457441337,0.08179640062200969
unclassified Ruminococcaceae,C19,0.03691451520327195,0.24732782687879795
unclassified Ruminococcaceae,C20,0.04466755154850871,0.4304016618108603
unclassified Ruminococcaceae,C21,0.0546009302758358,0.07925236760918722
unclassified Ruminococcaceae,C22,0.054835253064239066,0.2762446785557206
unclassified Ruminococcaceae,C23,0.05487110770376973,0.2181631621310592
unclassified Ruminococcaceae,C24,0.013541538502588976,0.6635362101711342
unclassified Ruminococcaceae,C25,0.08508302708281587,0.07573368312951453
unclassified Ruminococcaceae,C26,0.04217144965809477,0.35262784209768816
unclassified Ruminococcaceae,C27,0.09515082507103449,0.11043748418741789
unclassified Ruminococcaceae,C28,0.015213995597846579,0.5398455138112771
unclassified Ruminococcaceae,C29,0.11368731594838834,0.09138490178619467
unclassified Ruminococcaceae,C30,0.008581702922360752,0.6500877227837771
unclassified Ruminococcaceae,C31,0.03492583664129353,0.15127898319264169
unclassified Ruminococcaceae,C32,0.016913680737272813,0.37996736828495936
unclassified Ruminococcaceae,C33,0.09410432951655129,0.2807563066966047
unclassified Clostridiales ,A1,0.01175766555889014,0.6469011585155264
unclassified Clostridiales ,A2,0.0014538113124364723,0.7032958304831517
unclassified Clostridiales ,A4,0.003369391440177031,0.7803563978385162
unclassified Clostridiales ,A6,0.013380981934906938,0.0013637243321521285
unclassified Clostridiales ,A9,0.034297645568731515,6.924706476635407e-4
unclassified Clostridiales ,A10,0.020947248963810443,0.28725665134402006
unclassified Clostridiales ,A11,5.352963549538055e-4,7.908701785595698e-4
unclassified Clostridiales ,A12,0.0132124968685352,0.5343077769042063
unclassified Clostridiales ,A13,0.10761054499617465,0.06640257144590697
unclassified Clostridiales ,A15,0.0217606819047157,0.001179819175256695
unclassified Clostridiales ,A16,0.0018605676861171865,0.7207789069202605
unclassified Clostridiales ,A17,0.007634835027654241,0.6682462094556149
unclassified Clostridiales ,A18,0.023113289514463273,0.0010862159258721825
unclassified Clostridiales ,A19,0.06740095636735471,0.08767117367793006
unclassified Clostridiales ,A21,0.035722057703671754,0.45560320978609015
unclassified Clostridiales ,A22,0.012339263907176795,0.0011328455351445792
unclassified Clostridiales ,A24,0.019381068364854027,0.4134039022334909
unclassified Clostridiales ,A25,0.021093425198481924,0.11317513598635391
unclassified Clostridiales ,A26,0.06742728439080016,0.08217753152373802
unclassified Clostridiales ,A27,0.08988517638397635,0.18184722640705683
unclassified Clostridiales ,A28,0.08582642892385324,0.017990562532048154
unclassified Clostridiales ,A29,0.07748010764484366,0.11782184867929091
unclassified Clostridiales ,A30,0.08962642587242928,0.08575328773705222
unclassified Clostridiales ,A31,0.0070000221014555036,5.467040590550891e-4
unclassified Clostridiales ,A32,0.05804285335358786,0.09309190350511387
unclassified Clostridiales ,A33,0.014794718156199965,0.41347520416916234
unclassified Clostridiales ,A34,0.054905178180899246,0.01614779274121731
unclassified Clostridiales ,A35,0.034808740963406457,0.033993972498944175
unclassified Clostridiales ,A36,0.005803453765049207,0.061086245169933655
unclassified Clostridiales ,A37,0.02155412952820446,8.295923787461853e-4
unclassified Clostridiales ,A38,0.004099158237087818,5.558129600519603e-4
unclassified Clostridiales ,A39,0.006931433889761805,0.001316770718346064
unclassified Clostridiales ,A41,0.012281949498791344,0.48399790493601796
unclassified Clostridiales ,A42,0.04487448594627305,0.43348202104841455
unclassified Clostridiales ,A43,0.06385370611204584,7.434720897573577e-4
unclassified Clostridiales ,A44,0.004724919980457424,0.449675888509909
unclassified Clostridiales ,A45,0.026485005007115373,0.30447312795638104
unclassified Clostridiales ,A46,0.004196353887503405,5.926943994013932e-4
unclassified Clostridiales ,A47,0.08778072620223529,0.015815880089582283
unclassified Clostridiales ,A48,0.001506092804998909,0.6069694169716872
unclassified Clostridiales ,A49,0.038345560367272415,0.007480703697112311
unclassified Clostridiales ,A50,0.041437428482901856,0.09521337787717313
unclassified Clostridiales ,A51,0.0068400115784543825,0.2692536963598802
unclassified Clostridiales ,A52,0.007289848697683878,0.43056552728786224
unclassified Clostridiales ,A53,0.032249397774607065,0.0034281601575817267
unclassified Clostridiales ,A54,0.060584960997941584,0.39143611828195285
unclassified Clostridiales ,A55,0.026819296466602808,0.4061668721892793
unclassified Clostridiales ,A56,0.020052828917378397,0.5211196153438393
unclassified Clostridiales ,A57,0.04850274333266337,0.00432699977532174
unclassified Clostridiales ,A58,0.05489487037192917,0.19774113083623407
unclassified Clostridiales ,A59,0.026806629681734157,0.37404109606456637
unclassified Clostridiales ,A60,0.01981097745425788,0.32678411568779064
unclassified Clostridiales ,A61,0.007329522447172328,0.4664418942098959
unclassified Clostridiales ,A62,0.047702762207187784,0.5284172911650201
unclassified Clostridiales ,A63,0.03823911871817653,0.18032092415611828
unclassified Clostridiales ,A64,0.06370350065711419,0.06485544748930246
unclassified Clostridiales ,A66,0.040843981617641016,7.08972819148674e-4
unclassified Clostridiales ,A67,0.07452938519515599,0.14263499347195413
unclassified Clostridiales ,A68,0.08211871842249081,0.03492672344886814
unclassified Clostridiales ,A69,0.07137761209861951,0.017469654952948128
unclassified Clostridiales ,A70,0.06326553825072678,0.0614276528414842
unclassified Clostridiales ,A71,0.03402609104768175,0.04323759079249022
unclassified Clostridiales ,A72,0.011134996888349428,0.5870883562523053
unclassified Clostridiales ,A73,0.03821862301771519,0.023405336527531812
unclassified Clostridiales ,A75,0.0719400666129403,0.06486794021932639
unclassified Clostridiales ,A77,0.01588661802675997,0.19067847891648732
unclassified Clostridiales ,A78,0.08249589580753974,0.007443527483443278
unclassified Clostridiales ,A79,0.03849029541015625,0.351068579632303
unclassified Clostridiales ,B1,0.05281791258635341,0.15879058979012467
unclassified Clostridiales ,B2,0.037728911303355164,0.3185640659268367
unclassified Clostridiales ,B4,0.03982516504898688,0.1660421338537298
unclassified Clostridiales ,B5,0.061251490515319175,0.1442824558039769
unclassified Clostridiales ,B7,0.0020724254682044346,0.7569585702331458
unclassified Clostridiales ,B8,0.03859918158076466,0.3625550015152845
unclassified Clostridiales ,B9,0.003574857263737206,0.026117633360898944
unclassified Clostridiales ,B10,0.0018562501550746496,0.0021081705731400674
unclassified Clostridiales ,B11,0.03530863089357749,0.27043285413826135
unclassified Clostridiales ,B12,0.010948311237066709,0.6003291954279735
unclassified Clostridiales ,B13,0.07476005897798095,0.1667560183986081
unclassified Clostridiales ,B14,0.06916321927295871,0.053898674703305754
unclassified Clostridiales ,B15,0.007149820851619525,0.001415337283006098
unclassified Clostridiales ,B16,0.048484831515544,0.22780701331072742
unclassified Clostridiales ,B17,0.04662709204071188,0.18980517627080934
unclassified Clostridiales ,B18,0.10009525178077074,0.03431682827315499
unclassified Clostridiales ,B20,0.005137990524429949,0.6026654681339082
unclassified Clostridiales ,B22,0.025749433918745995,0.4103282199359661
unclassified Clostridiales ,B23,0.05105046846475929,0.44181575669493994
unclassified Clostridiales ,B24,0.05296466717866792,0.08834152314375082
unclassified Clostridiales ,B25,0.020774292304736538,0.5133933342991902
unclassified Clostridiales ,B26,0.005247193785171254,0.5705518197107603
unclassified Clostridiales ,B27,0.0371497047497876,0.360151154582613
unclassified Clostridiales ,B28,0.033717241022780974,0.3062185435312653
unclassified Clostridiales ,B29,0.022805854616500316,0.5136956705233332
unclassified Clostridiales ,B30,0.029468655507657007,0.0013675926472713025
unclassified Clostridiales ,B31,0.02495294363926675,0.33906706782879714
unclassified Clostridiales ,B32,0.04725587860880693,0.0012063350488209224
unclassified Clostridiales ,B33,0.012211444027890617,0.4116649210559803
unclassified Clostridiales ,B34,0.0887762209813527,0.05668824866111701
unclassified Clostridiales ,B36,0.004462302927154631,8.390544338507416e-4
unclassified Clostridiales ,B37,0.02598334353278366,0.008526422222749219
unclassified Clostridiales ,B38,0.003091268818882547,0.7931257032783602
unclassified Clostridiales ,B39,0.007772525923710194,9.470121255387038e-4
unclassified Clostridiales ,B40,0.026873520352928067,0.49279830579120626
unclassified Clostridiales ,B41,0.038244351993356865,0.37134877157342217
unclassified Clostridiales ,B42,0.09560171706785267,0.33271968185928963
unclassified Clostridiales ,B43,0.03496912115592584,0.2690692712725694
unclassified Clostridiales ,B44,0.04199453976506156,0.41710402701156324
unclassified Clostridiales ,B45,0.10733340927665312,0.05937718971745111
unclassified Clostridiales ,B46,0.101417311864299,0.016538983923334867
unclassified Clostridiales ,B47,0.09873082856522465,0.11323410210440993
unclassified Clostridiales ,B48,0.016162923280330883,0.4836337751278087
unclassified Clostridiales ,B49,0.07396433620498204,0.016553447044073646
unclassified Clostridiales ,B50,0.12851836987884135,0.024207676709923867
unclassified Clostridiales ,B52,0.012862253514958491,0.34102198258010374
unclassified Clostridiales ,B55,0.013650509104039995,0.6703928008409971
unclassified Clostridiales ,B56,0.03581329325189064,0.32355024849460384
unclassified Clostridiales ,B57,0.025443969977756897,0.32116255477937866
unclassified Clostridiales ,B58,0.021692419595372825,0.33637404964446466
unclassified Clostridiales ,B59,0.07594797805174963,0.07618423626481913
unclassified Clostridiales ,B61,0.014479998468049253,0.2310413052220371
unclassified Clostridiales ,B62,0.027254481430722344,0.4344219311099873
unclassified Clostridiales ,B63,0.07947198257078585,0.34692159108049647
unclassified Clostridiales ,B65,0.01916846997435983,0.41222149773725614
unclassified Clostridiales ,B66,0.024100715988871795,0.4374537437429184
unclassified Clostridiales ,B67,0.006811451196814483,0.6000333072198077
unclassified Clostridiales ,B68,0.02510418375692383,0.4014457060055919
unclassified Clostridiales ,B69,0.012066169289700656,0.6070150354985974
unclassified Clostridiales ,B70,0.021606037597153314,0.372816453575293
unclassified Clostridiales ,B71,0.008393750980649733,0.014592179076163269
unclassified Clostridiales ,B72,0.023574912881266768,0.40760645798961975
unclassified Clostridiales ,B73,0.03918770987736505,0.09657502329916123
unclassified Clostridiales ,B74,0.045706157068550045,0.07254941397167182
unclassified Clostridiales ,B75,0.05231740950636764,0.5356290572821633
unclassified Clostridiales ,B76,0.0924758972915641,0.1129742626253766
unclassified Clostridiales ,B77,0.010764752735895394,0.5736300224315118
unclassified Clostridiales ,B78,0.004739309238416406,0.7558321623052321
unclassified Clostridiales ,B79,0.10873601871481833,0.07638513700976873
unclassified Clostridiales ,C1,0.03517207945511621,0.08963609017038178
unclassified Clostridiales ,C2,0.0772275891476318,0.02803696183253622
unclassified Clostridiales ,C3,0.12148459542433669,0.05646986573028636
unclassified Clostridiales ,C4,0.08886674161934416,0.01255682183976688
unclassified Clostridiales ,C5,6.461542639392407e-4,0.6866634594128418
unclassified Clostridiales ,C6,0.0033371082685821393,0.7093944790957842
unclassified Clostridiales ,C8,0.05003926077368618,0.16830594029019544
unclassified Clostridiales ,C9,0.10591061067015935,0.018321401021382737
unclassified Clostridiales ,C10,0.005409945409920392,0.6779294408245177
unclassified Clostridiales ,C11,0.012812222075214185,0.514697688585565
unclassified Clostridiales ,C12,0.023663554854248908,0.3209970321144655
unclassified Clostridiales ,C13,0.05927082523662648,0.290399219937027
unclassified Clostridiales ,C14,1.931318154077081e-4,0.0016035444103665837
unclassified Clostridiales ,C15,0.03682431985058262,0.3697826408457875
unclassified Clostridiales ,C16,0.045033899919463376,0.33446244440076434
unclassified Clostridiales ,C17,0.009942800661664555,0.48970904422079486
unclassified Clostridiales ,C18,0.05280521951526762,0.08179640062200969
unclassified Clostridiales ,C19,0.02758878696182341,0.24732782687879795
unclassified Clostridiales ,C20,0.037454591135582256,0.4304016618108603
unclassified Clostridiales ,C21,0.05443964886400313,0.07925236760918722
unclassified Clostridiales ,C22,0.04776679142151371,0.2762446785557206
unclassified Clostridiales ,C23,0.06371920088605658,0.2181631621310592
unclassified Clostridiales ,C24,0.006184982208973042,0.6635362101711342
unclassified Clostridiales ,C25,0.037612628620940274,0.07573368312951453
unclassified Clostridiales ,C26,0.051315489997221915,0.35262784209768816
unclassified Clostridiales ,C27,0.0814136403996152,0.11043748418741789
unclassified Clostridiales ,C28,0.014557415601808699,0.5398455138112771
unclassified Clostridiales ,C29,0.12297039400656246,0.09138490178619467
unclassified Clostridiales ,C30,0.00664691121048272,0.6500877227837771
unclassified Clostridiales ,C31,0.035326163724794205,0.15127898319264169
unclassified Clostridiales ,C32,0.031144349814898782,0.37996736828495936
unclassified Clostridiales ,C33,0.06681911279227576,0.2807563066966047
Alistipes,A1,0.01121697197070713,0.6469011585155264
Alistipes,A2,0.012853021600731979,0.7032958304831517
Alistipes,A4,0.003967838082300598,0.7803563978385162
Alistipes,A6,0.07294240124927426,0.0013637243321521285
Alistipes,A9,0.08728764932466249,6.924706476635407e-4
Alistipes,A10,0.04512055566750796,0.28725665134402006
Alistipes,A11,0.04488238573133355,7.908701785595698e-4
Alistipes,A12,0.0020986722589244776,0.5343077769042063
Alistipes,A13,0.009586555987935487,0.06640257144590697
Alistipes,A15,0.07319464442563545,0.001179819175256695
Alistipes,A16,0.0026296869147020797,0.7207789069202605
Alistipes,A17,0.005850100971302365,0.6682462094556149
Alistipes,A18,3.057408213559964e-4,0.0010862159258721825
Alistipes,A19,0.03085410642060039,0.08767117367793006
Alistipes,A21,0.014949318607902941,0.45560320978609015
Alistipes,A22,0.3311603204216184,0.0011328455351445792
Alistipes,A24,0.03608771339761904,0.4134039022334909
Alistipes,A25,0.038302767317289016,0.11317513598635391
Alistipes,A26,0.03468502781331473,0.08217753152373802
Alistipes,A27,0.08517259907173359,0.18184722640705683
Alistipes,A28,0.04450826972142239,0.017990562532048154
Alistipes,A29,0.012271691286767833,0.11782184867929091
Alistipes,A30,0.060056070968851766,0.08575328773705222
Alistipes,A31,0.0710792017936559,5.467040590550891e-4
Alistipes,A32,0.031222783274980907,0.09309190350511387
Alistipes,A33,0.01111261046914913,0.41347520416916234
Alistipes,A34,0.11666030569034767,0.01614779274121731
Alistipes,A35,0.03493761334558915,0.033993972498944175
Alistipes,A36,0.3139495551248419,0.061086245169933655
Alistipes,A37,0.10633840954678782,8.295923787461853e-4
Alistipes,A38,0.036451690063028286,5.558129600519603e-4
Alistipes,A39,0.08201219199963256,0.001316770718346064
Alistipes,A41,0.019954622076055906,0.48399790493601796
Alistipes,A42,0.01736140849434149,0.43348202104841455
Alistipes,A43,0.35348718449372557,7.434720897573577e-4
Alistipes,A44,0.0068289431027948625,0.449675888509909
Alistipes,A45,0.028480771182300694,0.30447312795638104
Alistipes,A46,0.059500847606299714,5.926943994013932e-4
Alistipes,A47,0.02102002383720723,0.015815880089582283
Alistipes,A48,0.004781294986964602,0.6069694169716872
Alistipes,A49,0.10253518155991906,0.007480703697112311
Alistipes,A50,0.016318016019829986,0.09521337787717313
Alistipes,A51,0.022880664818284793,0.2692536963598802
Alistipes,A52,0.043230179112807486,0.43056552728786224
Alistipes,A53,0.01683004266435457,0.0034281601575817267
Alistipes,A54,0.038176496543022055,0.39143611828195285
Alistipes,A55,0.00809965084563894,0.4061668721892793
Alistipes,A56,0.002707250013849804,0.5211196153438393
Alistipes,A57,0.0531873035684608,0.00432699977532174
Alistipes,A58,0.033974830440076896,0.19774113083623407
Alistipes,A59,0.007268036874508039,0.37404109606456637
Alistipes,A60,0.014352909489154474,0.32678411568779064
Alistipes,A61,0.0013459591370068935,0.4664418942098959
Alistipes,A62,0.012599599916340852,0.5284172911650201
Alistipes,A63,0.009863515961005551,0.18032092415611828
Alistipes,A64,0.02905008109873866,0.06485544748930246
Alistipes,A66,0.0548809040676802,7.08972819148674e-4
Alistipes,A67,0.04768147630465413,0.14263499347195413
Alistipes,A68,0.008209222956268287,0.03492672344886814
Alistipes,A69,0.008241123789607674,0.017469654952948128
Alistipes,A70,0.010153369028930898,0.0614276528414842
Alistipes,A71,0.018900797826798935,0.04323759079249022
Alistipes,A72,0.0024360243017472363,0.5870883562523053
Alistipes,A73,0.034651577008138965,0.023405336527531812
Alistipes,A75,0.08063228345607124,0.06486794021932639
Alistipes,A77,0.05917215897220731,0.19067847891648732
Alistipes,A78,0.019940321591632525,0.007443527483443278
Alistipes,A79,0.0019056900687839675,0.351068579632303
Alistipes,B1,0.001658960649383027,0.15879058979012467
Alistipes,B2,0.032711716438710105,0.3185640659268367
